ANO;ESTADO;REFINARIA;MATÉRIA PRIMA;UNIDADE;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;TOTAL
2007;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL ;m3;0;0;0;171;0;0;0;1218,173;1207,152;1053,939;850,368;1491,882;5992,514
2007;BAHIA;DAX OIL;PETRÓLEO NACIONAL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;m3;171595;136361;64671;35647;39264;81450;77527;45011;139173;61617;36509;61638;950463
2007;BAHIA;RLAM;PETRÓLEO IMPORTADO;m3;0;36177;0;0;0;0;0;0;0;43181;60192;8945;148495
2007;RIO DE JANEIRO;REDUC;PETRÓLEO IMPORTADO;m3;440934;428385;483495;421139;478359;365126;468529;499781;473273;428061;257260;308842;5053184
2007;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;m3;37;0;19344;64624;35261;5734;887;42958;2295;8800;48202;35271;263413
2007;RIO GRANDE DO SUL;REFAP;PETRÓLEO IMPORTADO;m3;221660;283964;482176;570666;463468;398578;603155;454003;460171;554971;343751;560267;5396830
2007;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;m3;393204;426552;499433;182504;388507;440511;233014;296322;317102;388890;325057;364719;4255815
2007;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;36;0;36
2007;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;m3;28797;29202;29929;14633;29984;44143;25807;30884;16525;26724;24269;36832;337729
2007;PARANÁ;REPAR;PETRÓLEO IMPORTADO;m3;230309;246545;353551;206316;304821;269756;303134;320532;337224;329513;246671;413354;3561726
2007;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;m3;226025;184687;235882;174125;305707;206882;195531;205262;192846;259580;208916;179513;2574956
2007;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;m3;65150;48112;52588,095;69611,907;72816,821;62642;66038,073;62668,801;72237,95;72667,971;72498,631;51985,823;769018,072
2007;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;m3;1385,324;5300,276;8104,588;6951,806;6933,477;1476,522;12965,332;9406,945;16135,02;11346,229;12144,727;6254,408;98404,654
2007;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;SÃO PAULO;RPBC;OUTRAS CARGAS;m3;6834;3634;4732;2889;142;1301;0;0;0;0;1171;5340;26043
2007;BAHIA;RLAM;OUTRAS CARGAS ;m3;9797;25133;21386;23001;25052;28038;11847;21563;25463;29238;18580;26528;265626
2007;RIO DE JANEIRO;REDUC;OUTRAS CARGAS ;m3;28758;26839;30784;48571;49104;29744;18590;17365;21364;18992;26707;23541;340359
2007;MINAS GERAIS;REGAP;OUTRAS CARGAS ;m3;1863;9731;11937;3331;9447;7208;6156;18190;8916;17283;14007;7183;115252
2007;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS ;m3;6024;3405;6805;12848;16682;3292;4831;10332;424;0;12796;896;78335
2007;CEARÁ;LUBNOR;OUTRAS CARGAS ;m3;185;0;0;0;0;55;0;57;175;0;0;509;981
2007;SÃO PAULO;REPLAN;OUTRAS CARGAS ;m3;37414;15632;17065;77351;40123;12906;36782;41025;18408;29889;6337;18749;351681
2007;AMAZONAS;REMAN;OUTRAS CARGAS ;m3;588;0;608;2234;1095;3303;2065;2385;2205;2006;533;137;17159
2007;SÃO PAULO;RECAP;OUTRAS CARGAS ;m3;781;0;0;110;1509;0;0;0;0;4167;294;0;6861
2007;PARANÁ;REPAR;OUTRAS CARGAS ;m3;0;0;0;0;0;0;1747;30318;6362;29837;15002;26312;109578
2007;SÃO PAULO;REVAP;OUTRAS CARGAS ;m3;53603;18971;24082;2384;1397;20346;32690;34337;7681;15389;28504;32633;272017
2007;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;PERNAMBUCO;RNEST;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2007;SÃO PAULO;UNIVEN;OUTRAS CARGAS ;m3;14572,647;11055,778;13536,864;15324,966;18926,226;20510,797;16373,073;20352,407;17522,666;16829,84;12418,265;12898,89;190322,419
2007;BAHIA;DAX OIL;OUTRAS CARGAS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;SÃO PAULO;RPBC;PETRÓLEO NACIONAL ;m3;795482;630565;711973;707253;743286;717996;753120;755325;699154;711324;725431;729835;8680744
2008;BAHIA;RLAM;PETRÓLEO NACIONAL ;m3;1237430;1195709;1208485;1244765;1169922;1062603;1018385;1236968;1175795;1067736;1173303;1148240;13939341
2008;RIO DE JANEIRO;REDUC;PETRÓLEO NACIONAL ;m3;631677;587756;600641;559865;515521;593867;594165;625231;563530;633131;550373;555630;7011387
2008;MINAS GERAIS;REGAP;PETRÓLEO NACIONAL ;m3;697219;674740;722089;635812;598243;653365;678909;604905;603875;605706;605216;676376;7756455
2008;RIO GRANDE DO SUL;REFAP;PETRÓLEO NACIONAL ;m3;262338;176106;228273;248470;193542;232550;248286;261205;253049;350920;512215;126780;3093734
2008;CEARÁ;LUBNOR;PETRÓLEO NACIONAL ;m3;31705;10543;33948;10610;19724;22440;35922;38284;37372;39928;38892;39974;359342
2008;SÃO PAULO;REPLAN;PETRÓLEO NACIONAL ;m3;1201286;1419992;759127;1251433;1484096;1370266;1303645;1391216;1438359;1470482;1379632;1340100;15809634
2008;AMAZONAS;REMAN;PETRÓLEO NACIONAL ;m3;182277;171806;194409;192178;195737;184148;187984;198666;201436;201683;195210;191184;2296718
2008;SÃO PAULO;RECAP;PETRÓLEO NACIONAL ;m3;173097;145201;164910;135571;183560;187580;132247;143021;127683;178421;146592;149804;1867687
2008;PARANÁ;REPAR;PETRÓLEO NACIONAL ;m3;613440;515923;514586;541574;515956;609768;579871;337345;568416;589735;645251;521671;6553536
2008;SÃO PAULO;REVAP;PETRÓLEO NACIONAL ;m3;1041103;954157;1029407;968271;885941;1003898;999974;927226;902271;68489;350306;936847;10067890
2008;RIO GRANDE DO NORTE;RPCC;PETRÓLEO NACIONAL ;m3;48342;47073;47859;43355;40814;48605;49878;48634;46850;48399;47227;46681;563717
2008;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL ;m3;0;0;0;45433,845;66699,236;18541,935;0;0;0;28823,682;0;0;159498,698
2008;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL ;m3;1123,89;1138,064;941,168;1216,847;1615,972;1865,637;1818,106;1744,613;2287,293;1381,612;492,401;512,228;16137,831
2008;BAHIA;DAX OIL;PETRÓLEO NACIONAL;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;m3;47119;89893;103776;110940;90875;106894;97106;94020;106055;124605;80943;43559;1095785
2008;BAHIA;RLAM;PETRÓLEO IMPORTADO;m3;0;11669;0;21361;13995;49667;82965;3956;74221;146433;74196;5296;483759
2008;RIO DE JANEIRO;REDUC;PETRÓLEO IMPORTADO;m3;484213;462100;505516;471498;515470;477981;519445;425673;327423;449049;488513;505534;5632415
2008;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;m3;39938;12548;1345;2280;106254;51455;45306;112999;93744;28848;68501;6578;569796
2008;RIO GRANDE DO SUL;REFAP;PETRÓLEO IMPORTADO;m3;361420;564882;515398;473896;514694;408401;403815;390274;437675;347479;110485;620442;5148861
2008;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;m3;140049;191001;49946;217583;247784;310773;427842;354028;275917;273356;309020;258194;3055493
2008;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;m3;3;0;0;0;0;0;0;0;0;0;0;0;3
2008;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;m3;33976;25694;38445;49210;45830;47828;105528;106158;106940;65382;88685;34050;747726
2008;PARANÁ;REPAR;PETRÓLEO IMPORTADO;m3;333428;357484;382016;357232;420368;308766;374218;361784;304034;284061;283775;342313;4109479
2008;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;m3;155542;170101;163666;155482;209652;112598;157046;204702;238019;11964;83606;168416;1830794
2008;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;m3;73039,864;66069,713;67268,424;21719,258;0;27168,562;10204,846;0;0;0;0;0;265470,667
2008;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;m3;1461,5;9553,754;12784,492;1,836;3991,91;919,882;0;0;0;0;0;0;28713,374
2008;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;SÃO PAULO;RPBC;OUTRAS CARGAS;m3;3108;2219;4389;1796;3422;5275;2810;3173;94;0;0;0;26286
2008;BAHIA;RLAM;OUTRAS CARGAS ;m3;30180;10105;27369;23004;79374;64888;22919;34269;31258;28768;22746;29220;404100
2008;RIO DE JANEIRO;REDUC;OUTRAS CARGAS ;m3;35357;14664;10271;9350;42520;24600;43949;18080;13118;23557;21284;47392;304142
2008;MINAS GERAIS;REGAP;OUTRAS CARGAS ;m3;14160;11988;9186;9036;19499;18375;23854;34827;24417;13566;29255;8870;217033
2008;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS ;m3;30930;7445;15012;31390;16822;18636;26884;23020;7617;27259;32291;7572;244878
2008;CEARÁ;LUBNOR;OUTRAS CARGAS ;m3;2;288;0;0;201;174;193;7;0;0;0;61;926
2008;SÃO PAULO;REPLAN;OUTRAS CARGAS ;m3;4789;6512;33808;25932;30697;38823;43279;32933;5564;36046;36323;12623;307329
2008;AMAZONAS;REMAN;OUTRAS CARGAS ;m3;471;848;520;480;1501;2015;1254;840;464;906;1024;1369;11692
2008;SÃO PAULO;RECAP;OUTRAS CARGAS ;m3;103;0;1085;241;363;2860;3841;;0;0;345;2949;11787
2008;PARANÁ;REPAR;OUTRAS CARGAS ;m3;17464;12786;3035;15205;14089;16374;4992;6209;17733;11421;3673;0;122981
2008;SÃO PAULO;REVAP;OUTRAS CARGAS ;m3;28692;601;25303;17386;33500;46464;51826;14739;27274;2584;23353;25915;297637
2008;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;PERNAMBUCO;RNEST;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS ;m3;0;0;0;0;0;0;2137,282;15672,565;13179,165;0;0;0;30989,012
2008;SÃO PAULO;UNIVEN;OUTRAS CARGAS ;m3;9689,629;8358,059;8287,419;10420,451;8913,457;6625,252;6040,997;4579,04;1795,886;2479,049;1833,657;3925,651;72948,547
2008;BAHIA;DAX OIL;OUTRAS CARGAS;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;SÃO PAULO;RPBC;PETRÓLEO NACIONAL ;m3;792978;649378;797243;739477;772088;758642;762462;759679;670038;637888;681018;732177;8753068
2009;BAHIA;RLAM;PETRÓLEO NACIONAL ;m3;1115023;1112158;1154876;396022;652393;993807;762343;1166908;1126083;1061593;1252873;1226839;12020918
2009;RIO DE JANEIRO;REDUC;PETRÓLEO NACIONAL ;m3;511754;450924;478830;560017;545861;493996;632833;478950;601740;561881;522957;535404;6375147
2009;MINAS GERAIS;REGAP;PETRÓLEO NACIONAL ;m3;629406;595462;653796;692794;652011;643032;693270;736672;688199;714418;657886;732881;8089827
2009;RIO GRANDE DO SUL;REFAP;PETRÓLEO NACIONAL ;m3;340872;535817;398099;346929;435808;406046;379078;293621;289234;181810;319263;326814;4253391
2009;CEARÁ;LUBNOR;PETRÓLEO NACIONAL ;m3;30536;29487;32772;31165;16945;26959;0;34043;33815;35403;39444;38008;348577
2009;SÃO PAULO;REPLAN;PETRÓLEO NACIONAL ;m3;1131116;1024710;1304781;1412949;1335424;1353685;1420214;1391125;1476738;1376938;1393556;1418859;16040095
2009;AMAZONAS;REMAN;PETRÓLEO NACIONAL ;m3;173539;174048;197289;188136;197896;192324;200575;209979;198510;208585;205234;213322;2359437
2009;SÃO PAULO;RECAP;PETRÓLEO NACIONAL ;m3;136084;95899;160062;187663;179412;159973;79522;190891;177616;168566;178431;202431;1916550
2009;PARANÁ;REPAR;PETRÓLEO NACIONAL ;m3;562038;556481;703867;650039;571213;636927;638566;603346;604125;589594;586422;643430;7346048
2009;SÃO PAULO;REVAP;PETRÓLEO NACIONAL ;m3;1043286;906542;999638;1034472;1062390;1021526;1057219;1034351;957347;890438;929373;1074338;12010920
2009;RIO GRANDE DO NORTE;RPCC;PETRÓLEO NACIONAL ;m3;46067;42403;39829;44001;47555;44782;30118;41204;48004;139945;129397;153733;807038
2009;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;0;0;;0
2009;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL ;m3;56874,181;33419,35;19032,657;0;24790,681;12767,789;8969,56;0;3608,581;28823,968;7390,299;3954,494;199631,56
2009;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL ;m3;424,375;1138,064;192,021;764,095;1113,543;1570,385;9880,6;6625,136;10151,983;9197,392;8460,765;3899,807;53418,166
2009;BAHIA;DAX OIL;PETRÓLEO NACIONAL;m3;0;0;99,5;77;100,774;666,785;1207,03;819;743;943;649,5;719,055;6024,644
2009;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;m3;48182;108312;38091;37078;49773;56842;82710;80874;81864;122089;90424;49113;845352
2009;BAHIA;RLAM;PETRÓLEO IMPORTADO;m3;36685;41412;5822;0;0;58169;0;51450;65803;116225;44775;4045;424386
2009;RIO DE JANEIRO;REDUC;PETRÓLEO IMPORTADO;m3;411550;422692;490393;477572;492799;448396;479210;375278;474968;471101;408228;446378;5398565
2009;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;m3;2592;0;0;1943;7592;26991;20063;2717;0;0;0;0;61898
2009;RIO GRANDE DO SUL;REFAP;PETRÓLEO IMPORTADO;m3;452185;221386;400290;491051;424957;372067;455454;516578;474593;489177;543234;569395;5410367
2009;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;m3;185065;310685;443336;244888;405717;310711;318395;356640;241634;376602;307240;223230;3724143
2009;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;m3;39988;59833;60779;33884;35897;25331;0;53009;54137;70459;53434;11900;498651
2009;PARANÁ;REPAR;PETRÓLEO IMPORTADO;m3;248046;277955;252130;272584;348582;282112;300991;292063;280447;298271;258282;274576;3386039
2009;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;m3;140702;159668;182112;159497;177399;130204;153820;173269;195098;222665;157874;112484;1964792
2009;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;;0
2009;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;m3;0;20968,627;50759,273;66416,633;45907,383;56380,045;56386,231;71497,448;67196,034;39792,401;62801,43;57481,833;595587,338
2009;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;m3;4200,481;9553,754;17120,56;18806,139;14207,614;20409,346;11448,139;2433,985;14192,065;22087,357;18807,356;27864,421;181131,217
2009;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;SÃO PAULO;RPBC;OUTRAS CARGAS;m3;11064;9725;0;2041;2778;482;1939;974;2803;761;0;0;32567
2009;BAHIA;RLAM;OUTRAS CARGAS ;m3;21485;27310;20136;9819;29731;47771;17602;89305;36729;35023;27436;24998;387345
2009;RIO DE JANEIRO;REDUC;OUTRAS CARGAS ;m3;46256;38320;49851;39861;20116;33628;20420;28445;44012;23913;12315;12353;369490
2009;MINAS GERAIS;REGAP;OUTRAS CARGAS ;m3;8053;11248;23186;16145;11515;15763;13604;8463;19252;30891;16591;16203;190914
2009;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS ;m3;2775;6215;8312;3416;808;448;0;0;0;24833;362;0;47169
2009;CEARÁ;LUBNOR;OUTRAS CARGAS ;m3;0;1416;0;0;374;0;0;167;8;203;152;5;2325
2009;SÃO PAULO;REPLAN;OUTRAS CARGAS ;m3;33386;26970;13677;41133;32810;54614;43953;8693;10905;30787;10777;12182;319887
2009;AMAZONAS;REMAN;OUTRAS CARGAS ;m3;2404;1137;971;1014;512;1511;964;1946;1773;2429;2476;0;17137
2009;SÃO PAULO;RECAP;OUTRAS CARGAS ;m3;612;0;50;369;0;1814;1216;107;480;0;67;0;4715
2009;PARANÁ;REPAR;OUTRAS CARGAS ;m3;9578;14598;9179;6068;5991;15015;18864;53751;32921;46035;8766;6986;227752
2009;SÃO PAULO;REVAP;OUTRAS CARGAS ;m3;20720;36454;34323;4531;534;12562;20189;10562;11415;18226;32440;19249;221205
2009;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;PERNAMBUCO;RNEST;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;;0
2009;RIO GRANDE DO SUL;RIOGRANDENSE;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2009;SÃO PAULO;UNIVEN;OUTRAS CARGAS ;m3;6205,396;8358,059;15651,159;9797,085;11928,419;17623,557;17062,314;22891,833;15117,583;12012,531;15293,445;12827,347;164768,728
2009;BAHIA;DAX OIL;OUTRAS CARGAS;m3;0;0;0;192,82;0;212,67;0;0;0;0;394,514;86;886,004
2010;SÃO PAULO;RPBC;PETRÓLEO NACIONAL ;m3;748666;631254;721085;745241;777334;739108;789933;813418;789451;323689;681744;772499;8533422
2010;BAHIA;RLAM;PETRÓLEO NACIONAL ;m3;1208657;1080196;1141915;1151782;1183598;1087100;1122004;1120395;1066890;1172801;1115551;1141007;13591896
2010;RIO DE JANEIRO;REDUC;PETRÓLEO NACIONAL ;m3;623892;577996;365883;511723;665688;628593;704163;674670;616141;660849;630670;616780;7277048
2010;MINAS GERAIS;REGAP;PETRÓLEO NACIONAL ;m3;665111;647010;721410;689793;731843;603807;694702;712382;708124;723545;707247;678032;8283006
2010;RIO GRANDE DO SUL;REFAP;PETRÓLEO NACIONAL ;m3;277366;212328;299367;393683;248170;257793;371314;418856;177246;222231;336179;421950;3636483
2010;CEARÁ;LUBNOR;PETRÓLEO NACIONAL ;m3;37335;35020;40463;35434;37091;36374;40384;40289;38525;40740;38321;39773;459749
2010;SÃO PAULO;REPLAN;PETRÓLEO NACIONAL ;m3;1318276;1191755;741293;793714;902809;1421614;1423499;1511171;1499259;1456732;1461325;1641096;15362543
2010;AMAZONAS;REMAN;PETRÓLEO NACIONAL ;m3;209341;150266;204253;211530;218094;211144;222174;222626;194570;193634;182388;214965;2434985
2010;SÃO PAULO;RECAP;PETRÓLEO NACIONAL ;m3;152439;155558;195259;168904;34514;94227;185861;198596;167590;194492;179340;181596;1908376
2010;PARANÁ;REPAR;PETRÓLEO NACIONAL ;m3;655186;585893;613266;604562;647351;571996;652213;78272;511562;617760;657555;719492;6915108
2010;SÃO PAULO;REVAP;PETRÓLEO NACIONAL ;m3;1035918;850903;791809;1049121;1113889;1060060;1044076;1049811;1077623;1120588;1039904;1098979;12332681
2010;RIO GRANDE DO NORTE;RPCC;PETRÓLEO NACIONAL ;m3;157042;144323;155263;146846;159786;152968;166572;165360;161919;166184;159759;164398;1900420
2010;PERNAMBUCO;RNEST;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;22,186;0;0;0;0;0;0;22,186
2010;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO NACIONAL ;m3;0;0;0;0;0;0;0;0;0;66875,466;20414,443;69393,93;156683,839
2010;SÃO PAULO;UNIVEN;PETRÓLEO NACIONAL ;m3;6090,262;833,26;7942,929;580,17;304,023;431,641;321,417;1575,491;1100,891;1518,295;1341,313;1956,315;23996,007
2010;BAHIA;DAX OIL;PETRÓLEO NACIONAL;m3;777;466;810;1576,547;1392,364;610,941;1170,683;2121,006;1556,972;1405,52;2003,362;1588,604;15478,999
2010;SÃO PAULO;RPBC;PETRÓLEO IMPORTADO;m3;68813;66124;120577;68549;33175;84387;61170;37234;27217;44382;31907;40158;683693
2010;BAHIA;RLAM;PETRÓLEO IMPORTADO;m3;0;48407;58088;19685;80111;2270;52214;53115;59933;51193;68745;101883;595644
2010;RIO DE JANEIRO;REDUC;PETRÓLEO IMPORTADO;m3;496510;461246;293631;423451;491679;435508;386772;458688;445166;498212;402006;478045;5270914
2010;MINAS GERAIS;REGAP;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;RIO GRANDE DO SUL;REFAP;PETRÓLEO IMPORTADO;m3;529611;405881;532263;423938;366770;466926;518283;305687;156259;225459;470653;402752;4804482
2010;CEARÁ;LUBNOR;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;SÃO PAULO;REPLAN;PETRÓLEO IMPORTADO;m3;134432;215246;159004;102117;99718;419733;400544;367514;284521;341717;296356;144213;2965115
2010;AMAZONAS;REMAN;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;SÃO PAULO;RECAP;PETRÓLEO IMPORTADO;m3;22024;13139;17279;13770;3608;20189;33224;17409;18566;23817;13256;9802;206083
2010;PARANÁ;REPAR;PETRÓLEO IMPORTADO;m3;215162;244116;319026;286179;289389;272394;293776;42286;172487;294843;270318;255495;2955471
2010;SÃO PAULO;REVAP;PETRÓLEO IMPORTADO;m3;161045;140791;160865;118180;116673;100540;152880;155933;107293;93808;108255;87830;1504093
2010;RIO GRANDE DO NORTE;RPCC;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;PERNAMBUCO;RNEST;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;RIO DE JANEIRO;MANGUINHOS;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;799,004;16870,23;7227,429;10371,787;10181,752;13117,185;58567,387
2010;RIO GRANDE DO SUL;RIOGRANDENSE;PETRÓLEO IMPORTADO;m3;71649,295;64434,59;74176,054;72221,874;74968,581;71749,127;37633,133;78153,584;54474,571;6083,409;53236,66;5438,87;664219,748
2010;SÃO PAULO;UNIVEN;PETRÓLEO IMPORTADO;m3;23794,145;26052,05;20456,781;29291,335;30479,215;32538,224;24214,909;41596,039;38605,267;26774,15;27863,604;36471,152;358136,871
2010;BAHIA;DAX OIL;PETRÓLEO IMPORTADO;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;SÃO PAULO;RPBC;OUTRAS CARGAS;m3;2294;4236;3292;73;238;1621;0;0;248;43967;22752;19678;98399
2010;BAHIA;RLAM;OUTRAS CARGAS ;m3;34156;38947;34745;31989;35501;30300;27681;28230;18058;31484;36051;32579;379721
2010;RIO DE JANEIRO;REDUC;OUTRAS CARGAS ;m3;10941;11001;45809;26336;9321;23945;31810;28714;29986;20575;49242;39874;327554
2010;MINAS GERAIS;REGAP;OUTRAS CARGAS ;m3;11759;36453;20389;28531;14538;28827;32102;18444;18107;18655;14979;22279;265063
2010;RIO GRANDE DO SUL;REFAP;OUTRAS CARGAS ;m3;854;20760;27479;26576;30539;39074;9022;13244;1027;11950;18587;23434;222546
2010;CEARÁ;LUBNOR;OUTRAS CARGAS ;m3;53;18;230;41;285;210;0;0;44;0;179;229;1289
2010;SÃO PAULO;REPLAN;OUTRAS CARGAS ;m3;7312;0;37220;12481;21868;8182;29158;53460;26547;36939;58069;81483;372719
2010;AMAZONAS;REMAN;OUTRAS CARGAS ;m3;1932;1198;1177;632;388;1129;406;590;400;651;1608;1071;11182
2010;SÃO PAULO;RECAP;OUTRAS CARGAS ;m3;0;0;0;0;0;176;2597;0;0;449;0;0;3222
2010;PARANÁ;REPAR;OUTRAS CARGAS ;m3;18899;5676;10102;3244;0;1522;3430;222;32844;3745;2607;0;82291
2010;SÃO PAULO;REVAP;OUTRAS CARGAS ;m3;24944;16614;22159;18758;5335;9960;5280;30836;2752;7591;57325;46775;248329
2010;RIO GRANDE DO NORTE;RPCC;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;PERNAMBUCO;RNEST;OUTRAS CARGAS ;m3;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;RIO DE JANEIRO;MANGUINHOS;OUTRAS CARGAS ;m3;0;0;0;0;0;31961,336;26153,422;22327,52;26664,305;27973,28;23429,864;27228,508;185738,235
